production_id,plant_id,production_date,product_code,target_strength_mpa,volume_m3,cement_kg_m3,water_l_m3,fine_aggregate_kg_m3,coarse_aggregate_kg_m3,moisture_pct,process_efficiency,material_cost_cad
PRD0013566,PLT012,2025-07-24,C40,40,118.26,373.96,151.59,769.63,1070.73,6.96,0.908,27584.06
PRD0013567,PLT012,2025-07-24,C40,40,104.31,362.81,168.61,775.8,977.38,7.08,0.9617,24010.12
PRD0013568,PLT012,2025-07-25,C40,40,115.26,365.01,160.42,771.13,997.15,4.7,0.8815,27057.77
PRD0013569,PLT012,2025-07-25,C25,25,134.8,249.18,176.49,765.4,1019.62,7.32,0.8536,25851.59
PRD0013570,PLT012,2025-07-25,C40,40,109.61,363.0,156.31,750.07,977.57,6.79,0.9289,25435.82
PRD0013571,PLT012,2025-07-26,C40,40,118.45,368.78,159.71,727.49,996.49,5.52,0.8888,27757.51
PRD0013572,PLT012,2025-07-26,C40,40,116.77,350.56,164.47,753.34,998.79,4.58,0.9027,27270.99
PRD0013573,PLT012,2025-07-26,C40,40,117.16,368.88,165.64,724.15,1014.37,4.09,0.8765,27537.88
PRD0013574,PLT012,2025-07-27,C40,40,89.19,363.91,159.73,704.35,1032.63,6.78,0.9045,20821.6
PRD0013575,PLT012,2025-07-27,C25,25,84.77,261.21,176.61,823.96,1033.98,5.21,0.98,15761.23
PRD0013576,PLT012,2025-07-27,C30,30,86.05,298.27,176.58,808.01,1043.91,4.38,0.8908,17502.8
PRD0013577,PLT012,2025-07-27,C25,25,108.54,271.03,190.76,738.56,981.52,5.26,0.9479,20340.92
PRD0013578,PLT012,2025-07-28,C30,30,110.69,292.44,176.95,750.23,1014.3,3.5,0.922,22343.79
PRD0013579,PLT012,2025-07-28,C35,35,135.69,331.89,164.29,747.2,1054.08,4.66,0.9431,29174.46
PRD0013580,PLT012,2025-07-28,C35,35,100.3,331.21,168.99,781.08,1012.91,5.77,0.9281,21645.91
PRD0013581,PLT012,2025-07-29,C40,40,124.67,363.41,156.25,783.89,989.03,3.85,0.9102,29063.38
PRD0013582,PLT012,2025-07-29,C30,30,137.57,286.71,173.09,731.48,1049.36,6.64,0.8924,27971.39
PRD0013583,PLT012,2025-07-29,C25,25,79.04,266.49,177.37,770.47,1033.22,5.06,0.8775,15070.74
PRD0013584,PLT012,2025-07-29,C40,40,86.86,360.12,166.35,732.78,997.71,4.63,0.8732,20432.71
PRD0013585,PLT012,2025-07-29,C30,30,129.37,298.03,171.82,762.08,1048.63,4.75,0.9104,26189.47
PRD0013586,PLT012,2025-07-30,C25,25,97.98,260.0,183.14,711.31,1030.38,4.37,0.9232,18473.23
PRD0013587,PLT012,2025-07-30,C30,30,119.92,288.05,178.81,756.81,1031.98,6.09,0.8802,24455.82
PRD0013588,PLT012,2025-07-31,C40,40,171.23,368.68,159.09,762.76,1012.27,5.04,0.9403,39622.2
PRD0013589,PLT012,2025-07-31,C30,30,88.54,300.84,183.28,743.33,1067.51,5.34,0.8953,17990.05
PRD0013590,PLT012,2025-07-31,C35,35,105.3,336.37,164.67,742.67,1022.25,5.58,0.9235,22750.04
PRD0013591,PLT012,2025-08-01,C25,25,134.41,256.21,173.13,731.56,985.57,3.63,0.8779,25625.11
PRD0013592,PLT012,2025-08-01,C35,35,76.34,327.62,173.57,817.08,1044.99,7.8,0.8852,16649.51
PRD0013593,PLT012,2025-08-01,C35,35,88.64,327.04,165.02,781.24,1018.06,5.68,0.9594,18982.45
PRD0013594,PLT012,2025-08-01,C35,35,78.35,334.61,165.92,747.17,1020.95,3.86,0.9206,16939.65
PRD0013595,PLT012,2025-08-01,C35,35,100.95,335.5,167.05,791.02,1032.26,4.33,0.888,22000.8
PRD0013596,PLT012,2025-08-03,C35,35,88.28,336.29,165.01,761.81,964.72,4.58,0.8763,19292.98
PRD0013597,PLT012,2025-08-03,C40,40,108.49,364.41,156.54,747.95,981.72,3.53,0.958,24995.24
PRD0013598,PLT012,2025-08-04,C30,30,99.35,304.16,173.23,742.14,1007.14,5.64,0.9086,20120.78
PRD0013599,PLT012,2025-08-04,C25,25,96.23,257.2,187.4,796.45,987.78,4.11,0.9489,18030.32
PRD0013600,PLT012,2025-08-05,C35,35,123.91,314.65,173.71,802.64,1025.64,4.99,0.9389,26669.53
PRD0013601,PLT012,2025-08-05,C30,30,111.33,294.26,176.64,763.91,958.6,5.59,0.9231,22467.19
PRD0013602,PLT012,2025-08-06,C40,40,97.82,359.78,158.14,791.91,1016.29,4.17,0.9335,22673.11
PRD0013603,PLT012,2025-08-06,C40,40,84.75,369.08,160.52,755.63,1010.06,4.66,0.9457,19584.49
PRD0013604,PLT012,2025-08-07,C30,30,96.3,297.67,175.06,772.38,1047.45,6.77,0.9151,19472.27
PRD0013605,PLT012,2025-08-07,C35,35,95.19,320.9,164.27,760.49,1073.19,2.49,0.8252,21063.02
PRD0013606,PLT012,2025-08-08,C30,30,92.23,288.26,178.98,734.18,1033.52,3.37,0.8696,18857.61
PRD0013607,PLT012,2025-08-08,C40,40,139.47,358.07,159.01,766.36,1023.82,5.29,0.9385,32288.47
PRD0013608,PLT012,2025-08-11,C40,40,136.66,372.27,157.01,819.81,1049.57,2.98,0.8857,32050.09
PRD0013609,PLT012,2025-08-11,C40,40,147.88,360.28,160.02,786.7,1073.79,3.13,0.8421,35047.31
PRD0013610,PLT012,2025-08-11,C25,25,89.91,260.09,177.63,740.52,1015.7,3.94,0.9392,16885.93
PRD0013611,PLT012,2025-08-11,C25,25,172.86,252.81,182.0,771.5,1003.91,2.51,0.9004,32776.05
PRD0013612,PLT012,2025-08-12,C35,35,90.97,337.1,162.37,745.27,1041.35,3.62,0.8485,20016.1
PRD0013613,PLT012,2025-08-12,C35,35,107.76,332.02,164.5,756.21,1006.66,5.21,0.8559,23668.02
PRD0013614,PLT012,2025-08-13,C40,40,91.34,360.08,160.31,762.34,1044.27,4.28,0.898,21356.45
PRD0013615,PLT012,2025-08-13,C40,40,107.79,361.61,156.62,794.31,1011.6,6.78,0.8407,25555.0
PRD0013616,PLT012,2025-08-13,C35,35,107.41,325.09,166.75,774.38,1096.89,4.61,0.9397,23113.72
PRD0013617,PLT012,2025-08-13,C40,40,76.62,354.9,158.64,731.39,1022.37,4.3,0.9176,17829.82
PRD0013618,PLT012,2025-08-13,C35,35,104.37,331.94,160.99,764.82,1045.41,4.55,0.8716,22837.23
PRD0013619,PLT012,2025-08-14,C30,30,120.61,294.46,164.57,758.4,1039.62,2.91,0.98,24000.63
PRD0013620,PLT012,2025-08-14,C40,40,174.53,356.29,164.88,787.25,981.97,5.91,0.9548,40242.5
PRD0013621,PLT012,2025-08-14,C35,35,100.93,325.06,170.1,777.45,1048.81,5.63,0.903,21915.91
PRD0013622,PLT012,2025-08-14,C35,35,108.04,320.22,170.92,780.52,1033.99,4.42,0.9335,23284.3
PRD0013623,PLT012,2025-08-15,C40,40,134.45,360.49,163.74,764.01,1038.06,5.2,0.897,31443.22
PRD0013624,PLT012,2025-08-15,C30,30,117.13,297.9,177.14,766.9,1047.67,5.24,0.9576,23438.57
PRD0013625,PLT012,2025-08-15,C25,25,96.4,264.74,182.13,735.84,1017.07,4.54,0.918,18200.41
PRD0013626,PLT012,2025-08-15,C35,35,167.49,333.87,169.29,791.95,1001.82,5.58,0.9087,36318.94
PRD0013627,PLT012,2025-08-16,C40,40,113.36,359.11,159.98,778.89,986.94,6.17,0.9415,26224.92
PRD0013628,PLT012,2025-08-16,C30,30,136.19,303.61,174.97,726.21,1000.49,5.74,0.8703,27839.39
PRD0013629,PLT012,2025-08-16,C40,40,105.48,367.9,160.02,701.38,1052.0,3.62,0.8891,24715.26
PRD0013630,PLT012,2025-08-16,C40,40,106.75,361.09,160.2,746.08,1001.33,5.21,0.8769,25086.88
PRD0013631,PLT012,2025-08-16,C30,30,123.69,299.25,166.02,741.12,995.43,4.15,0.8786,25234.75
PRD0013632,PLT012,2025-08-18,C25,25,70.54,267.36,183.38,745.43,1021.55,4.34,0.8632,13495.4
PRD0013633,PLT012,2025-08-18,C35,35,116.89,323.79,168.96,736.62,978.66,3.38,0.935,25183.09
PRD0013634,PLT012,2025-08-18,C30,30,77.9,312.65,182.58,776.36,1010.3,4.96,0.8656,15943.33
PRD0013635,PLT012,2025-08-19,C40,40,137.44,361.31,153.92,763.22,1033.73,4.98,0.9413,31795.47
PRD0013636,PLT012,2025-08-19,C35,35,92.23,333.98,163.71,760.13,1019.22,3.87,0.8854,20113.59
PRD0013637,PLT012,2025-08-19,C25,25,126.53,249.52,181.72,758.55,1003.02,3.29,0.9586,23650.3
PRD0013638,PLT012,2025-08-19,C30,30,104.14,306.03,177.84,727.7,996.78,7.29,0.9482,20886.84
PRD0013639,PLT012,2025-08-19,C35,35,115.8,332.21,170.66,796.23,1026.72,7.34,0.955,24824.77
PRD0013640,PLT012,2025-08-20,C35,35,148.68,332.64,157.1,745.83,1040.32,4.67,0.8829,32443.84
PRD0013641,PLT012,2025-08-20,C25,25,144.56,269.3,185.31,747.3,1009.76,4.29,0.9465,27100.86
PRD0013642,PLT012,2025-08-21,C30,30,118.71,298.91,167.58,710.02,1014.39,5.63,0.9424,23842.96
PRD0013643,PLT012,2025-08-21,C40,40,129.78,370.49,154.53,738.39,994.18,5.75,0.9161,30210.56
PRD0013644,PLT012,2025-08-22,C30,30,73.82,303.71,171.05,785.88,1044.77,3.35,0.9019,14975.56
PRD0013645,PLT012,2025-08-22,C25,25,109.17,267.79,175.81,779.38,990.25,6.11,0.9241,20578.54
PRD0013646,PLT012,2025-08-22,C25,25,87.9,268.22,175.13,743.43,1063.9,4.59,0.9032,16654.46
PRD0013647,PLT012,2025-08-22,C30,30,107.85,301.11,177.33,800.29,1048.46,3.91,0.9698,21516.34
PRD0013648,PLT012,2025-08-24,C35,35,121.84,337.56,169.36,816.72,982.13,3.33,0.9183,26357.13
PRD0013649,PLT012,2025-08-24,C25,25,105.29,272.75,180.71,759.76,1009.1,3.95,0.8624,20147.98
PRD0013650,PLT012,2025-08-25,C30,30,134.75,303.41,171.35,701.7,981.29,4.86,0.9084,27292.11
PRD0013651,PLT012,2025-08-25,C40,40,105.65,363.44,156.12,739.49,986.42,6.37,0.8732,24852.03
PRD0013652,PLT012,2025-08-26,C25,25,78.08,272.57,180.87,727.72,1009.02,4.1,0.9192,14737.26
PRD0013653,PLT012,2025-08-26,C30,30,98.77,301.87,177.18,700.79,980.75,6.61,0.9351,19873.89
PRD0013654,PLT012,2025-08-26,C35,35,117.55,331.81,166.19,753.97,1053.27,4.31,0.8815,25658.64
PRD0013655,PLT012,2025-08-27,C35,35,110.38,330.15,171.98,784.4,991.61,6.37,0.9237,23845.69
PRD0013656,PLT012,2025-08-27,C30,30,125.3,303.53,172.85,776.2,1033.5,5.36,0.9014,25420.99
PRD0013657,PLT012,2025-08-27,C40,40,98.83,362.63,163.33,716.82,982.95,4.11,0.8536,23358.3
PRD0013658,PLT012,2025-08-28,C40,40,101.34,370.61,158.02,755.74,941.18,4.62,0.9343,23484.92
PRD0013659,PLT012,2025-08-28,C30,30,142.19,296.98,176.42,765.97,1049.33,4.1,0.9605,28431.47
PRD0013660,PLT012,2025-08-28,C25,25,82.47,264.77,186.47,798.57,1009.73,3.04,0.8806,15712.52
PRD0013661,PLT012,2025-08-29,C35,35,119.79,334.15,170.2,747.52,949.51,5.35,0.8735,26199.81
PRD0013662,PLT012,2025-08-29,C25,25,100.27,262.9,179.14,769.25,1045.53,2.45,0.9209,18916.19
PRD0013663,PLT012,2025-08-29,C25,25,114.78,267.03,179.03,815.66,1064.11,6.71,0.9366,21570.26
PRD0013664,PLT012,2025-08-29,C40,40,156.65,368.8,159.74,732.99,1074.93,4.34,0.8629,36939.79
PRD0013665,PLT012,2025-08-30,C40,40,84.9,368.23,164.55,799.35,1043.31,5.56,0.8481,20091.45
PRD0013666,PLT012,2025-08-30,C30,30,76.32,301.96,172.53,752.82,1104.04,2.04,0.952,15292.29
PRD0013667,PLT012,2025-08-30,C35,35,102.33,335.77,166.98,824.95,1047.91,4.39,0.8845,22320.58
PRD0013668,PLT012,2025-08-30,C30,30,107.68,311.08,178.47,738.98,1015.08,5.09,0.9055,21823.67
PRD0013669,PLT012,2025-08-30,C30,30,104.51,297.37,179.67,781.21,1012.22,4.34,0.9116,21150.3
PRD0013670,PLT012,2025-08-31,C40,40,148.21,360.92,169.67,773.41,957.3,4.79,0.9327,34360.25
PRD0013671,PLT012,2025-08-31,C40,40,122.53,362.93,157.35,742.95,1000.99,4.64,0.8816,28764.01
PRD0013672,PLT012,2025-08-31,C35,35,74.93,330.59,175.0,752.06,1082.71,3.81,0.9079,16251.83
PRD0013673,PLT012,2025-08-31,C30,30,90.17,307.97,173.63,717.31,991.93,4.65,0.8686,18439.55
PRD0013674,PLT012,2025-08-31,C35,35,139.64,337.65,169.79,750.22,994.83,3.33,0.9276,30140.2
PRD0013675,PLT012,2025-09-01,C40,40,111.82,374.78,163.28,755.55,955.06,4.55,0.941,25871.43
PRD0013676,PLT012,2025-09-01,C40,40,90.85,364.62,155.53,783.57,985.76,5.23,0.893,21267.89
PRD0013677,PLT012,2025-09-01,C40,40,117.7,368.04,159.22,749.37,1073.15,3.95,0.98,26969.48
PRD0013678,PLT012,2025-09-02,C35,35,105.88,334.39,171.98,749.04,1020.14,4.21,0.965,22643.96
PRD0013679,PLT012,2025-09-02,C40,40,100.64,379.22,162.41,729.06,1031.93,4.52,0.9051,23490.05
PRD0013680,PLT012,2025-09-02,C40,40,87.4,358.2,156.78,767.12,1034.08,3.66,0.9377,20237.57
PRD0013681,PLT012,2025-09-02,C25,25,100.93,240.7,185.35,762.95,997.58,4.98,0.9217,19037.88
PRD0013682,PLT012,2025-09-02,C40,40,120.97,362.41,158.8,755.58,995.13,5.33,0.8879,28354.97
PRD0013683,PLT012,2025-09-03,C30,30,104.29,297.04,174.92,718.49,1032.64,3.51,0.9047,21140.56
PRD0013684,PLT012,2025-09-03,C25,25,100.72,267.38,178.2,763.46,1046.39,4.87,0.9471,18879.33
PRD0013685,PLT012,2025-09-03,C35,35,145.69,341.8,171.43,750.04,981.22,4.76,0.9297,31428.3
PRD0013686,PLT012,2025-09-04,C25,25,137.7,260.41,181.37,745.55,1035.96,3.76,0.9138,26022.82
PRD0013687,PLT012,2025-09-04,C30,30,139.62,307.98,165.68,760.28,1009.35,5.96,0.9184,28209.62
PRD0013688,PLT012,2025-09-04,C35,35,110.81,330.78,165.29,792.26,983.72,2.73,0.8599,24314.52
PRD0013689,PLT012,2025-09-04,C35,35,131.4,324.23,170.09,743.84,1035.91,4.61,0.8396,28972.94
PRD0013690,PLT012,2025-09-04,C30,30,123.33,303.6,168.71,724.98,1016.03,1.92,0.9092,24974.16
PRD0013691,PLT012,2025-09-05,C25,25,80.38,259.76,184.0,764.47,1043.09,6.49,0.857,15401.51
PRD0013692,PLT012,2025-09-05,C40,40,79.67,370.66,154.38,755.39,1050.28,4.52,0.9338,18465.02
PRD0013693,PLT012,2025-09-06,C35,35,107.63,338.51,171.58,758.07,1046.79,3.57,0.9618,23034.73
PRD0013694,PLT012,2025-09-06,C25,25,147.53,257.68,177.08,755.45,975.38,2.96,0.9167,27861.13
PRD0013695,PLT012,2025-09-06,C35,35,107.05,322.05,172.63,726.99,984.38,5.7,0.8596,23491.21
PRD0013696,PLT012,2025-09-06,C25,25,126.65,261.6,184.33,796.69,1044.89,5.22,0.9188,23905.09
PRD0013697,PLT012,2025-09-07,C30,30,86.3,306.75,172.49,765.49,1040.52,5.08,0.8749,17622.67
PRD0013698,PLT012,2025-09-07,C35,35,131.44,330.23,167.0,761.59,1013.2,7.52,0.9213,28413.61
PRD0013699,PLT012,2025-09-07,C35,35,101.64,334.2,172.08,761.63,996.81,3.52,0.8959,22107.23
PRD0013700,PLT012,2025-09-08,C30,30,116.44,304.63,177.96,755.74,1096.59,4.2,0.8703,23803.4
PRD0013701,PLT012,2025-09-08,C35,35,119.87,322.3,165.38,788.31,1058.85,5.17,0.8874,26126.72
PRD0013702,PLT012,2025-09-08,C35,35,131.46,332.79,166.58,773.91,965.34,2.15,0.8198,29124.58
PRD0013703,PLT012,2025-09-08,C25,25,108.87,265.64,186.19,749.25,1003.48,6.21,0.9385,20451.38
PRD0013704,PLT012,2025-09-08,C35,35,134.47,335.86,165.52,734.95,1037.62,2.31,0.8829,29342.58
PRD0013705,PLT012,2025-09-09,C25,25,146.01,257.23,179.53,758.38,1012.01,4.16,0.8965,27711.24
PRD0013706,PLT012,2025-09-09,C40,40,104.2,369.02,155.33,753.25,1022.27,3.14,0.903,24332.88
PRD0013707,PLT012,2025-09-09,C35,35,121.03,329.69,165.92,777.7,1074.3,4.9,0.8841,26401.12
PRD0013708,PLT012,2025-09-09,C40,40,81.29,360.28,162.11,758.28,1058.22,6.09,0.9336,18840.94
PRD0013709,PLT012,2025-09-09,C30,30,106.07,302.89,169.62,752.68,1055.91,4.13,0.8979,21537.41
PRD0013710,PLT012,2025-09-10,C35,35,138.27,310.5,174.89,797.46,993.87,3.34,0.89,30120.1
PRD0013711,PLT012,2025-09-10,C35,35,85.93,327.14,168.95,726.07,1020.67,4.95,0.98,18307.73
PRD0013712,PLT012,2025-09-10,C25,25,99.82,252.14,183.78,755.93,1076.82,7.8,0.9349,18766.98
PRD0013713,PLT012,2025-09-10,C35,35,116.31,328.45,168.21,756.71,1003.35,5.14,0.8907,25332.26
PRD0013714,PLT012,2025-09-10,C35,35,116.9,343.32,164.64,723.58,1031.51,3.96,0.9291,25221.75
PRD0013715,PLT012,2025-09-11,C40,40,102.11,375.0,161.31,746.81,985.36,4.68,0.8781,23989.63
PRD0013716,PLT012,2025-09-11,C40,40,118.24,377.95,155.64,762.74,986.44,4.46,0.9178,27512.78
PRD0013717,PLT012,2025-09-11,C40,40,118.12,372.75,164.5,730.93,1009.87,3.31,0.961,27192.58
PRD0013718,PLT012,2025-09-12,C35,35,91.71,328.14,167.98,760.58,1076.15,5.72,0.98,19538.84
PRD0013719,PLT012,2025-09-12,C35,35,108.76,326.76,172.45,758.63,989.48,3.46,0.98,23173.31
PRD0013720,PLT012,2025-09-12,C25,25,73.49,258.27,187.69,761.43,988.82,4.25,0.9426,13791.46
PRD0013721,PLT012,2025-09-12,C25,25,114.44,255.47,178.93,751.11,993.86,3.63,0.9271,21557.64
PRD0013722,PLT012,2025-09-13,C30,30,113.58,299.34,168.35,766.92,994.3,3.48,0.8738,23197.37
PRD0013723,PLT012,2025-09-13,C30,30,126.54,299.76,170.01,771.44,983.43,4.21,0.9505,25364.16
PRD0013724,PLT012,2025-09-13,C40,40,132.22,364.57,161.21,790.49,990.52,8.0,0.9223,30730.35
PRD0013725,PLT012,2025-09-13,C35,35,128.77,320.13,169.02,798.97,994.58,4.1,0.8827,28098.87
PRD0013726,PLT012,2025-09-14,C25,25,95.51,260.48,178.25,743.64,1049.6,3.87,0.8324,18409.86
PRD0013727,PLT012,2025-09-14,C30,30,110.25,294.13,176.15,764.49,1010.79,4.29,0.8503,22646.63
PRD0013728,PLT012,2025-09-14,C30,30,125.7,300.94,176.36,740.45,1075.21,4.23,0.8846,25606.99
PRD0013729,PLT012,2025-09-15,C25,25,108.99,260.49,183.39,773.61,1060.11,3.32,0.881,20763.53
PRD0013730,PLT012,2025-09-15,C30,30,113.0,301.73,177.74,801.36,1027.51,5.18,0.9136,22857.84
PRD0013731,PLT012,2025-09-15,C40,40,92.59,356.58,163.69,726.64,1037.36,4.55,0.9756,21240.22
PRD0013732,PLT012,2025-09-15,C25,25,114.59,260.24,175.09,776.54,1019.96,4.62,0.9054,21699.87
PRD0013733,PLT012,2025-09-15,C35,35,89.66,335.83,169.23,759.14,1021.69,4.38,0.8723,19614.64
PRD0013734,PLT012,2025-09-16,C35,35,110.74,326.48,170.73,734.04,970.73,4.57,0.887,24140.27
PRD0013735,PLT012,2025-09-16,C40,40,124.3,360.29,165.41,743.58,1009.96,4.34,0.8467,29425.87
PRD0013736,PLT012,2025-09-17,C35,35,113.41,334.7,170.87,741.38,998.1,4.76,0.8682,24834.65
PRD0013737,PLT012,2025-09-17,C25,25,122.9,269.6,169.95,706.93,1020.65,6.75,0.8446,23620.38
PRD0013738,PLT012,2025-09-17,C30,30,73.62,293.21,176.39,764.61,1053.38,2.95,0.98,14650.54
PRD0013739,PLT012,2025-09-18,C30,30,137.15,298.22,170.63,802.99,1008.18,6.36,0.9193,27704.15
PRD0013740,PLT012,2025-09-18,C30,30,93.04,309.44,172.31,782.73,996.77,5.31,0.8986,18890.03
PRD0013741,PLT012,2025-09-19,C30,30,81.99,292.8,172.33,771.87,1018.41,4.52,0.9333,16503.76
PRD0013742,PLT012,2025-09-19,C30,30,113.27,296.88,176.63,738.23,1005.93,3.85,0.8553,23238.35
PRD0013743,PLT012,2025-09-19,C30,30,84.48,288.4,178.76,723.22,1009.14,3.66,0.8432,17382.21
PRD0013744,PLT012,2025-09-19,C25,25,128.59,263.8,171.29,774.8,1068.98,4.79,0.887,24460.36
PRD0013745,PLT012,2025-09-20,C30,30,83.54,295.11,172.46,753.42,1022.62,4.03,0.9055,16930.81
PRD0013746,PLT012,2025-09-20,C40,40,173.92,374.72,165.83,762.86,942.29,3.8,0.8945,40699.46
PRD0013747,PLT012,2025-09-20,C25,25,84.66,256.4,180.74,765.41,993.18,4.85,0.9442,15881.31
PRD0013748,PLT012,2025-09-20,C25,25,126.48,261.82,183.36,772.47,970.15,4.42,0.8064,24531.5
PRD0013749,PLT012,2025-09-21,C25,25,116.46,267.48,182.1,774.43,992.96,3.72,0.9142,22007.84
PRD0013750,PLT012,2025-09-21,C25,25,103.33,258.94,183.51,762.45,1017.65,2.99,0.9205,19494.95
PRD0013751,PLT012,2025-09-22,C35,35,99.4,341.8,170.2,713.7,1031.75,5.47,0.9233,21475.69
PRD0013752,PLT012,2025-09-22,C25,25,90.69,256.12,181.42,790.43,1081.75,5.32,0.8842,17263.03
PRD0013753,PLT012,2025-09-23,C25,25,133.92,259.49,184.16,754.26,1045.56,5.34,0.8615,25632.81
PRD0013754,PLT012,2025-09-23,C25,25,117.55,254.43,184.21,764.24,994.96,6.57,0.8837,22379.06
PRD0013755,PLT012,2025-09-23,C40,40,98.0,364.13,158.81,761.88,1032.75,5.72,0.8366,23257.41
PRD0013756,PLT012,2025-09-23,C40,40,127.0,368.47,161.13,796.96,1026.05,3.57,0.918,29549.9
PRD0013757,PLT012,2025-09-23,C35,35,133.29,340.36,170.16,743.08,1001.38,4.71,0.9504,28608.57
PRD0013758,PLT012,2025-09-24,C30,30,89.19,300.86,180.23,778.23,986.17,5.8,0.9161,18030.58
PRD0013759,PLT012,2025-09-24,C40,40,102.12,360.98,169.6,767.08,994.65,4.8,0.9045,23838.27
PRD0013760,PLT012,2025-09-25,C40,40,97.21,358.12,163.92,717.82,997.9,5.41,0.8562,22961.33
PRD0013761,PLT012,2025-09-25,C35,35,101.99,341.75,168.35,748.12,1022.3,5.93,0.8767,22287.8
PRD0013762,PLT012,2025-09-25,C25,25,123.96,273.77,180.71,705.84,1028.54,4.73,0.9738,23082.94
PRD0013763,PLT012,2025-09-25,C25,25,112.57,268.29,184.9,755.64,1018.84,4.03,0.945,21112.19
PRD0013764,PLT012,2025-09-25,C25,25,120.92,256.5,179.56,779.35,1041.51,2.73,0.9004,22926.44
PRD0013765,PLT012,2025-09-26,C25,25,123.57,262.82,175.29,749.14,951.04,4.89,0.9008,23427.99
PRD0013766,PLT012,2025-09-26,C40,40,119.76,360.98,160.42,738.68,969.75,4.09,0.8488,28338.23
PRD0013767,PLT012,2025-09-26,C30,30,116.61,301.11,173.01,725.44,990.86,3.21,0.931,23487.77
PRD0013768,PLT012,2025-09-27,C30,30,83.14,294.38,178.47,727.78,1037.85,3.44,0.9114,16827.03
PRD0013769,PLT012,2025-09-27,C40,40,121.26,350.11,157.59,784.7,1055.1,2.69,0.9787,27793.77
PRD0013770,PLT012,2025-09-29,C25,25,98.46,265.45,176.74,783.33,1023.36,2.55,0.898,18679.22
PRD0013771,PLT012,2025-09-29,C35,35,119.78,331.53,161.9,779.06,1039.14,4.06,0.8514,26336.64
PRD0013772,PLT012,2025-09-29,C35,35,106.72,336.44,164.94,738.61,1013.91,5.97,0.9192,23081.02
PRD0013773,PLT012,2025-09-30,C30,30,85.91,302.89,173.09,753.96,1034.76,2.14,0.9045,17417.11
PRD0013774,PLT012,2025-09-30,C25,25,107.33,259.59,182.88,724.16,1028.71,4.56,0.9037,20333.15
PRD0013775,PLT012,2025-10-01,C40,40,122.88,363.2,160.18,796.55,1041.33,4.49,0.9078,28661.73
PRD0013776,PLT012,2025-10-01,C35,35,112.34,331.3,167.85,742.43,1004.6,3.43,0.9354,24200.18
PRD0013777,PLT012,2025-10-01,C30,30,122.98,301.55,172.84,743.55,998.7,5.36,0.8956,24986.36
PRD0013778,PLT012,2025-10-01,C25,25,104.52,262.88,184.05,758.71,1050.84,4.94,0.9268,19690.35
PRD0013779,PLT012,2025-10-01,C30,30,121.78,309.96,177.83,737.09,1028.58,6.07,0.8654,24923.58
PRD0013780,PLT012,2025-10-02,C35,35,103.66,335.5,170.16,746.73,1050.49,2.94,0.98,22085.66
PRD0013781,PLT012,2025-10-02,C25,25,118.47,250.48,180.32,742.91,1026.26,2.75,0.873,22611.82
PRD0013782,PLT012,2025-10-02,C30,30,105.77,300.65,173.13,765.41,1057.39,2.68,0.9598,21151.75
PRD0013783,PLT012,2025-10-02,C40,40,115.68,356.77,162.85,770.09,1054.93,4.28,0.8649,27265.13
PRD0013784,PLT012,2025-10-03,C30,30,149.77,299.0,173.78,724.5,1033.93,5.54,0.9209,30241.45
PRD0013785,PLT012,2025-10-03,C30,30,115.57,292.26,176.78,789.98,982.41,4.05,0.9628,23096.88
PRD0013786,PLT012,2025-10-03,C35,35,55.0,323.34,164.47,748.01,992.62,5.85,0.8692,12041.35
PRD0013787,PLT012,2025-10-03,C35,35,100.45,325.41,159.58,745.18,1028.47,3.18,0.9254,21692.74
PRD0013788,PLT012,2025-10-04,C30,30,88.88,303.83,170.37,762.05,1005.37,3.8,0.9309,17901.91
PRD0013789,PLT012,2025-10-04,C35,35,88.23,326.35,165.88,777.62,987.78,3.4,0.8995,19174.6
PRD0013790,PLT012,2025-10-04,C35,35,104.57,329.52,174.55,765.08,1022.43,6.57,0.9316,22548.51
PRD0013791,PLT012,2025-10-04,C30,30,90.36,305.81,179.88,808.02,1096.61,5.54,0.9046,18317.68
PRD0013792,PLT012,2025-10-04,C30,30,127.53,291.94,180.61,754.26,995.45,4.89,0.9131,25799.26
PRD0013793,PLT012,2025-10-05,C40,40,130.48,365.32,160.86,742.74,1085.61,7.03,0.8766,30666.12
PRD0013794,PLT012,2025-10-05,C25,25,96.34,267.46,181.93,751.03,1092.53,3.94,0.9786,17918.32
PRD0013795,PLT012,2025-10-06,C40,40,130.85,356.88,163.12,775.81,1051.95,3.95,0.9046,30545.15
PRD0013796,PLT012,2025-10-06,C25,25,78.34,268.62,179.86,776.12,1013.34,6.53,0.9424,14701.72
PRD0013797,PLT012,2025-10-07,C35,35,132.12,325.43,170.54,699.31,974.02,4.47,0.8524,29043.6
PRD0013798,PLT012,2025-10-07,C25,25,118.83,263.69,183.02,778.24,988.31,5.63,0.8831,22626.11
PRD0013799,PLT012,2025-10-08,C35,35,149.24,326.63,170.87,779.04,1011.76,4.73,0.9248,32233.05
PRD0013800,PLT012,2025-10-08,C30,30,127.95,299.27,174.95,733.47,1020.21,5.7,0.9381,25726.87
PRD0013801,PLT012,2025-10-09,C40,40,123.8,373.87,161.58,719.84,992.1,3.85,0.9304,28718.79
PRD0013802,PLT012,2025-10-09,C40,40,84.46,362.86,156.72,755.12,992.48,4.21,0.8781,19842.7
